source_id,category,evidence_class,title,author_or_org,published_or_snapshot_date,accessed_utc,url_or_path,topic_id,scope,key_claim,claimed_method,deck_archetype,compute_sample,evaluation,claimed_rank_score,reproducibility,comments_reviewed,confidence_tier,contradictions_limitations
R021,primary_research,Research-supported inference,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",Schrittwieser et al.,2019,2026-07-24T09:43:04Z,https://arxiv.org/abs/1911.08265,,Method/statistics transfer,Latent dynamics planning without known rules; unnecessary where exact simulator exists.,MuZero,,,,,Primary paper or publisher page,N/A,A,Transfer assumptions are evaluated in the report; paper results are not direct evidence of Pokémon strength.
R022,primary_research,Research-supported inference,Learning and Planning in Complex Action Spaces,Hubert et al.,2021,2026-07-24T09:43:04Z,https://arxiv.org/abs/2104.06303,,Method/statistics transfer,Sampled MuZero handles large action spaces; still high implementation/runtime cost.,Sampled MuZero,,,,,Primary paper or publisher page,N/A,A,Transfer assumptions are evaluated in the report; paper results are not direct evidence of Pokémon strength.
R023,primary_research,Research-supported inference,Mastering Atari Games with Limited Data,Ye et al.,2021,2026-07-24T09:43:04Z,https://arxiv.org/abs/2111.00210,,Method/statistics transfer,EfficientZero adds consistency/value-prefix objectives for data efficiency.,EfficientZero,,,,,Primary paper or publisher page,N/A,A,Transfer assumptions are evaluated in the report; paper results are not direct evidence of Pokémon strength.
R024,primary_research,Research-supported inference,Monte-Carlo Planning in Large POMDPs,Silver & Veness,2010,2026-07-24T09:43:04Z,https://papers.nips.cc/paper/4031-monte-carlo-planning-in-large-pomdps,,Method/statistics transfer,POMCP uses particle beliefs and online planning; hidden-deck hypothesis cost is high.,POMCP,,,,,Primary paper or publisher page,N/A,A,Transfer assumptions are evaluated in the report; paper results are not direct evidence of Pokémon strength.
R025,primary_research,Research-supported inference,Information Set Monte Carlo Tree Search,Cowling et al.,2012,2026-07-24T09:43:04Z,https://ieeexplore.ieee.org/document/6203567,,Method/statistics transfer,ISMCTS plans over information sets; determinization pathologies apply.,ISMCTS,,,,,Primary paper or publisher page,N/A,A,Transfer assumptions are evaluated in the report; paper results are not direct evidence of Pokémon strength.
R026,primary_research,Research-supported inference,Deep Counterfactual Regret Minimization,Brown et al.,2019,2026-07-24T09:43:04Z,https://arxiv.org/abs/1811.00164,,Method/statistics transfer,Approximate CFR for imperfect-information games; requires game traversal and equilibrium objective.,Deep CFR,,,,,Primary paper or publisher page,N/A,A,Transfer assumptions are evaluated in the report; paper results are not direct evidence of Pokémon strength.
R027,primary_research,Research-supported inference,Combining Deep Reinforcement Learning and Search for Imperfect-Information Games,Brown et al.,2020,2026-07-24T09:43:04Z,https://arxiv.org/abs/2007.13544,,Method/statistics transfer,ReBeL plans in public belief states; powerful but far beyond remaining systems budget.,ReBeL,,,,,Primary paper or publisher page,N/A,A,Transfer assumptions are evaluated in the report; paper results are not direct evidence of Pokémon strength.
R028,primary_research,Research-supported inference,Sequential Tests of Statistical Hypotheses,Wald,1945,2026-07-24T09:43:04Z,https://projecteuclid.org/journals/annals-of-mathematical-statistics/volume-16/issue-2/Sequential-Tests-of-Statistical-Hypotheses/10.1214/aoms/1177731118.full,,Method/statistics transfer,SPRT formalizes early stopping with controlled errors.,Sequential testing,,,,,Primary paper or publisher page,N/A,A,Transfer assumptions are evaluated in the report; paper results are not direct evidence of Pokémon strength.
R029,primary_research,Research-supported inference,"Probable Inference, the Law of Succession, and Statistical Inference",Edwin B. Wilson,1927,2026-07-24T09:43:04Z,https://www.jstor.org/stable/2276774,,Method/statistics transfer,Wilson score interval gives better binomial uncertainty than Wald intervals.,Wilson interval,,,,,Primary paper or publisher page,N/A,A,Transfer assumptions are evaluated in the report; paper results are not direct evidence of Pokémon strength.
R030,primary_research,Research-supported inference,A Simple Sequentially Rejective Multiple Test Procedure,Holm,1979,2026-07-24T09:43:04Z,https://www.jstor.org/stable/4615733,,Method/statistics transfer,Holm correction controls family-wise error across checkpoint/deck comparisons.,Multiple comparison control,,,,,Primary paper or publisher page,N/A,A,Transfer assumptions are evaluated in the report; paper results are not direct evidence of Pokémon strength.
R031,primary_research,Research-supported inference,Bootstrap Methods: Another Look at the Jackknife,Efron,1979,2026-07-24T09:43:04Z,https://projecteuclid.org/journals/annals-of-statistics/volume-7/issue-1/Bootstrap-Methods-Another-Look-at-the-Jackknife/10.1214/aos/1176344552.full,,Method/statistics transfer,Episode-level/bootstrap intervals can preserve game grouping.,Bootstrap,,,,,Primary paper or publisher page,N/A,A,Transfer assumptions are evaluated in the report; paper results are not direct evidence of Pokémon strength.
H001,other_high_quality,Research-supported inference,Lux AI Challenge Season 1 official engine/design repository,Lux AI Challenge,Current/archive,2026-07-24T09:43:04Z,https://github.com/Lux-AI-Challenge/Lux-Design-S1,,Competition/domain implementation evidence,Local tournament/Docker parity is valuable in simulation competitions.,,,,,,Official implementation,N/A,B+,Human tournament or other simulation evidence does not directly identify the Kaggle hidden meta.
H002,other_high_quality,Research-supported inference,TomBombadyl public Pokémon agent repository,Public participant,Current/archive,2026-07-24T09:43:04Z,https://github.com/TomBombadyl/kaggle_pokemon,,Competition/domain implementation evidence,Archive research reports a broad rule/search/RL comparison with rule/shallow-search outperforming narrow learned attempts.,,,,,,Public code/postmortem; not independently rerun,N/A,B+,Human tournament or other simulation evidence does not directly identify the Kaggle hidden meta.
H003,other_high_quality,Research-supported inference,Official Pokémon competition site rules-precedence statement,The Pokémon Company,Current/archive,2026-07-24T09:43:04Z,https://ptcg-abc.pokemon.co.jp/,,Competition/domain implementation evidence,Kaggle rules govern conflicts and format is tournament-tailored.,,,,,,Official domain source,N/A,B+,Human tournament or other simulation evidence does not directly identify the Kaggle hidden meta.
H004,other_high_quality,Verified project fact,Included Mega Lucario exact deck and policy,Project private context,Current/archive,2026-07-24T09:43:04Z,private_context/baselines/mega-lucario/,,Competition/domain implementation evidence,A concrete legal specialist hedge and potential teacher.,,,,,,Included source,N/A,B+,Human tournament or other simulation evidence does not directly identify the Kaggle hidden meta.
H005,other_high_quality,Verified project fact,Included Dragapult exact deck and policy,Project private context,Current/archive,2026-07-24T09:43:04Z,private_context/baselines/dragapult-ex/,,Competition/domain implementation evidence,High-complexity spread/prize planner and hard anchor.,,,,,,Included source,N/A,B+,Human tournament or other simulation evidence does not directly identify the Kaggle hidden meta.
